entry,px1,py1,pz1,mass1,charge1,px2,py2,pz2,mass2,charge2,px3,py3,pz3,mass3,charge3,px4,py4,pz4,mass4,charge4,px5,py5,pz5,mass5,charge5,px6,py6,pz6,mass6,charge6,px7,py7,pz7,mass7,charge7,px8,py8,pz8,mass8,charge8,px9,py9,pz9,mass9,charge9,px10,py10,pz10,mass10,charge10
10,-1.751,-7.19,-1.722,0.14,-1,-0.712,-2.398,-0.589,0.14,1,-1.414,-4.931,-1.282,0.14,-1,1.022,4.18,0.885,0.14,1,0.673,2.744,0.676,0.14,-1,-1.22,-5.517,-1.159,0.002,0,-0.917,-3.76,-0.699,0,0,0.695,2.677,0.549,0,0,0.596,1.414,0.275,0.018,0,1.605,6.63,1.754,0,0
10,-3.93,2.457,0.709,0.14,1,-2.755,2.028,0.873,0.14,-1,18.717,-11.967,-3.71,0.14,-1,17.002,-11.888,-4.217,0.139,1,-1.904,1.117,-0.05,0.14,-1,0,0.762,0.584,0.14,1,-7.829,5.217,1.847,0,0,-0.814,0.573,0.166,0,0,-10.494,6.556,2.173,0.32,0,-1.223,0.738,0.131,0,0
10,-4.547,-7.248,-5.051,0.14,-1,7.544,13.225,8.229,0.14,1,-13.01,-21.728,-13.946,0.14,-1,1.97,3.159,2.42,0.14,-1,-0.615,-1.159,-0.726,0.14,1,6.266,9.904,6,0.14,1,-0.67,-1.279,-0.847,0,0,0.861,1.485,0.888,0,0,0.391,0.583,0.446,0,0,-0.609,-0.527,-0.428,0,0
10,-0.172,-0.059,-0.101,0.14,-1,-10.8,31.276,3.554,0.14,1,1.685,-5.153,-0.223,0.14,-1,2.582,-6.975,-0.758,0.14,-1,6.004,-18.913,-1.575,0.14,1,0.35,-1.059,-0.168,0.14,1,0.144,-0.568,-0.016,0.14,-1,0.142,-0.326,-0.012,0.14,1,-0.757,1.931,0.281,0,0,0.541,-1.682,0.026,0.001,0
10,-0.229,0.115,0.166,0.14,1,-0.984,0.82,0.839,0.14,-1,22.105,-16.659,-16.152,0.139,-1,-7.157,5.59,4.851,0.14,1,-0.676,0.464,0.458,0.14,1,-0.287,0.192,0.208,0.14,-1,-9.581,7.57,7.662,0.005,0,-1.667,1.126,1.369,0.022,0,1.07,-0.681,-0.678,0,0,1.308,-0.397,-0.799,0,0
10,-6.281,1.459,-3.807,0.14,1,13.603,-3.568,9.833,0.14,-1,-3.046,0.97,-2.453,0.14,-1,2.755,-0.962,0.893,0.14,-1,0.511,0.641,0.426,0.14,1,-0.847,0.059,-0.321,0.14,1,1.261,-0.426,0.704,0.14,1,-2.167,0.596,-1.878,0.14,-1,-23.511,5.238,-15.684,0,0,-0.846,0.167,-0.58,0,0
10,-4.228,3.272,5.308,0.14,-1,-5.225,3.504,6.985,0.14,1,9.025,-6.197,-11.171,0.14,1,-6.09,5.139,8.217,0.14,-1,1.548,-1.217,-2.198,0.14,1,3.578,-2.426,-5.066,0.14,1,1.509,-1.151,-1.605,0.14,-1,0.942,-0.629,-1.177,0.001,0,0.456,-0.428,-0.703,0,0,1.068,-0.248,-1.019,0,0
10,0.157,17.014,6.033,0.14,1,0.189,1.101,-0.035,0.14,-1,0.858,9.874,3.639,0.14,-1,-0.469,-28.076,-10.392,0.14,-1,-0.128,4.054,1.674,0.14,1,-0.068,3.743,1.561,0.14,1,0.003,-0.312,-0.108,0.14,1,-0.054,-0.754,-0.282,0,0,0.086,0.822,0.261,0,0,-0.368,1.251,1.028,0,0
10,8.779,-4.846,3.138,0.14,1,-1.731,1.001,-0.653,0.14,-1,-7.217,3.425,-2.612,0.14,1,-9.281,4.129,-3.386,0.14,-1,11.005,-6.795,3.588,0.139,-1,1.966,-1.031,0.62,0.14,1,13.43,-7.262,3.815,0.005,0,-7.911,4.055,-2.785,0,0,-3.352,1.936,-1.194,0.029,0,-1.215,2.978,1.223,0,0
10,-1.61,0.46,-0.57,0.14,-1,6.965,-2.773,3.023,0.14,1,1.75,-0.629,0.81,0.14,1,-19.041,6.986,-7.929,0.14,1,1.585,-0.684,0.768,0.14,-1,-7.011,2.535,-3.005,0.14,-1,5.429,-1.799,2.263,0,0,4.121,-1.501,1.75,0,0,-1.345,0.298,-0.469,0,0,-3.655,1.506,-1.549,0.757,0
10,-8.315,5.599,-7.312,0.14,-1,3.946,-2.684,3.702,0.14,1,6.419,-4.269,5.98,0.14,1,0.952,-0.584,0.785,0.14,-1,2.673,-1.937,2.323,0.14,-1,-10.548,7.613,-10.055,0,0,-1.192,0.929,-1.149,0,0,-0.8,0.544,-0.772,0,0,5.75,-3.401,5.428,0,0,4.8,-3.924,5.092,0.04,0
10,-0.234,0.14,0.056,0.14,1,2.156,1.372,-2.67,0.14,-1,-5.189,-3.381,6.861,0.14,-1,-1.537,-1.046,1.77,0.14,1,-2.562,-1.519,3.625,0.14,1,17.653,11.454,-23.322,0.14,-1,1.95,1.534,-3.198,0.14,1,0.954,0.702,-0.911,0,0,-8.602,-5.367,11.764,0.056,0,0.772,0.731,-0.935,0,0
10,2.007,21.541,-7.024,0.14,-1,-0.024,-1.485,0.492,0.14,1,-1.585,-23.423,7.734,0.14,1,-0.676,-8.958,2.978,0.14,-1,-0.456,-5,1.679,0.14,-1,0.055,-1.475,0.487,0.14,1,1.605,19.908,-6.289,0,0,-0.086,-1.554,0.542,0.001,0,-0.118,-1.849,0.632,0,0,-0.642,1.497,-0.63,0,0
10,-0.048,2.062,-2.234,0.14,-1,-1.559,13.004,-14.616,0.14,-1,0.149,-1.651,1.845,0.14,-1,0.255,-4.662,4.58,0.14,1,-0.312,1.924,-2.108,0.14,1,0.363,-1.743,1.965,0.14,1,-0.093,2.283,-2.523,0.001,0,-0.312,5.174,-6.109,0,0,-0.462,5.101,-5.557,0.003,0,0.453,-6.285,6.997,0,0
10,5.244,3.33,5.214,0.14,1,3.008,2.161,3.023,0.14,-1,-9.98,-7.905,-10.194,0.14,1,11.265,8.293,11.763,0.14,-1,0.124,0.13,0.2,0.14,1,-1.136,-0.829,-1.143,0.14,-1,1.249,1.156,1.464,0,0,0.493,0.476,0.552,0,0,-6.731,-4.835,-7.06,0.005,0,-1.948,-2.059,-1.898,0.22,0
10,1.066,-4.537,-6.306,0.14,-1,0.441,-5.683,-7.892,0.14,1,-0.656,5.85,8.386,0.14,1,-1.485,8.176,11.908,0.14,-1,0.129,-1.085,-1.836,0.14,1,-0.247,1.102,2.037,0.14,-1,0.141,-0.456,-0.69,0,0,-0.019,-0.937,-1.261,0,0,0.504,-3.396,-4.935,0.035,0,0.576,-5.059,-7.19,0.004,0
10,-6.537,3.81,1.893,0.14,1,8.346,-5.394,-1.735,0.14,-1,-14.515,9.247,3.613,0.14,1,-8.88,5.901,2.123,0.14,-1,4.225,-2.526,-1.046,0.14,1,-1.475,0.959,0.416,0.019,0,-1.92,1.424,0.568,0,0,2.447,-1.333,-0.647,0,0,1.886,-0.972,-0.439,0,0,1.125,-0.635,-0.189,0,0
10,15.652,4.784,9.579,0.139,1,-15.243,-1.967,-8.815,0.139,-1,4.687,1.368,2.401,0.14,-1,13.996,3.729,7.345,0.139,-1,-3.084,-1.327,-1.409,0.14,1,-1.444,-0.016,-0.602,0.14,1,-6.842,-2.209,-3.888,0,0,-1.564,-0.694,-0.947,0.02,0,-1.786,-0.721,-1.259,0,0,1.949,0.021,0.258,0,0
10,5.235,6.845,1.136,0.14,-1,6.115,7.742,1.568,0.14,-1,3.436,4.245,0.333,0.14,1,-0.759,-1.218,-0.126,0.14,1,-15.602,-19.398,-3.115,0.14,1,1.205,1.706,0.371,0,0,-0.615,-0.75,-0.026,0,0,-9.734,-13.265,-1.572,0,0,-0.916,-1.368,-0.142,0.001,0,2.596,2.239,0.442,0,0
10,8.829,4.871,9.551,0.14,1,-26.543,-16.448,-29.373,0.14,-1,13.509,7.848,12.95,0.14,-1,1.114,0.659,0.699,0.14,-1,-0.839,0.135,-0.151,0.14,1,-0.264,0.347,0.303,0.14,1,-0.272,0.099,0.095,0.14,-1,3.388,2.012,3.595,0.14,1,0.711,0.399,0.64,0,0,0.259,0.22,0.752,0,0
10,0.441,-1.723,0.331,0.14,1,2.865,-16.358,1.767,0.14,-1,-5.084,28.381,-3.178,0.139,-1,1.129,-5.618,0.821,0.14,1,1.749,-7.941,0.924,0.14,1,0.606,-3.157,0.335,0.14,-1,2.527,-12.185,1.184,0,0,-0.282,1.31,-0.108,0,0,0.21,-1.774,0.805,0.001,0,-0.142,2.63,-0.862,0.001,0
10,0.291,-10.274,-7.168,0.14,-1,-0.12,6.264,4.724,0.14,1,-0.323,3.65,2.548,0.14,-1,-0.136,1.536,1.061,0.14,1,-0.68,6.65,4.196,0.14,-1,0.273,-8.69,-6.025,0,0,0.019,1.27,0.957,0.001,0,-0.124,1.083,0.683,0.016,0,-0.041,0.992,0.684,0,0,-0.109,1.104,0.771,0,0
10,0.208,2.317,0.217,0.14,1,-2.38,-20.719,-3.283,0.139,-1,0.043,2.034,0.248,0.14,-1,1.095,10.26,1.041,0.14,-1,-0.234,-4.548,-0.456,0.14,1,-0.112,-2.28,-0.537,0.14,1,1.409,14.471,2.455,0,0,-0.894,-5.804,0.066,0,0,1.954,3.992,0.144,0.03,0,0.027,3.026,1.022,0,0
10,0.902,-3.921,-2.298,0.14,-1,-3.73,12.29,8.599,0.14,1,-0.859,4.232,2.985,0.14,-1,-2.161,9.476,6.564,0.14,1,2.812,-10.706,-7.456,0.139,1,1.499,-4.666,-3.384,0.14,-1,-0.908,5.09,3.502,0,0,-0.549,2.87,1.794,0.001,0,0.134,-0.748,-0.537,0,0,-0.24,0.79,0.422,0.014,0
10,1.397,-2.098,0.642,0.14,1,5.588,-10.121,3.695,0.14,1,-5.815,10,-2.95,0.14,1,-9.062,15.343,-5.558,0.139,-1,1.899,-3.446,0.996,0.14,-1,10.551,-17.712,5.768,0,0,0.583,-0.888,0.298,0.015,0,1.29,-3.592,1.279,0.028,0,-3.046,6.312,-1.233,0.038,0,-0.358,0.685,-0.342,0,0
10,-10.496,-2.505,8.696,0.14,-1,11.593,2.445,-10.604,0.139,-1,8.035,1.376,-7.021,0.14,1,-3.855,-0.527,3.364,0.14,-1,-6.195,-0.903,5.064,0.14,1,0.386,0.124,-0.36,0.14,1,3.439,0.76,-3.229,0,0,0.88,0.16,-0.794,0,0,2.719,0.093,-2.302,0.027,0,-1.304,-0.58,0.876,0.148,0
10,-1.409,-2.022,-1.511,0.14,1,-1.202,-1.253,-0.984,0.14,-1,1.958,2.198,1.774,0.14,1,3.609,4.661,3.263,0.14,-1,-5.63,-6.715,-4.84,0.14,1,-8.956,-10.706,-7.662,0.057,0,-3.431,-4.269,-3.088,0.035,0,1.741,1.896,1.48,0.001,0,1.725,1.967,1.382,0,0,-1.529,-1.123,-1.103,0.021,0
10,-3.598,11.1,13.932,0.14,-1,2.307,-8.68,-10.09,0.14,1,0.459,-3.381,-4.709,0.14,-1,-0.131,1.065,2.045,0.14,1,-0.163,-0.039,0.15,0.14,-1,2.88,-7.947,-10.22,0.14,-1,0.564,0.303,0.167,0.14,-1,0.994,-4.802,-6.77,0.14,1,-2.098,6.949,9.008,0.14,1,-0.164,1.034,1.089,0.017,0
10,0.652,4.272,2.674,0.14,-1,-0.442,-1.769,-1.248,0.14,-1,-3.016,-11.076,-7.409,0.139,1,-0.09,-0.47,-0.293,0.14,1,-0.222,-0.755,-0.517,0.14,-1,-0.178,-1.062,-0.734,0.14,1,-1.562,-6.611,-4.431,0,0,-0.354,-1.401,-0.883,0.001,0,-0.291,-2.061,-1.411,0,0,-1.57,-4.222,-2.9,0,0
10,2.175,2.182,3.115,0.14,1,0.847,0.838,0.375,0.14,-1,-2.18,-7.145,-6.396,0.14,1,-2.719,-5.482,-5.402,0.14,-1,4.956,11.343,12.113,0.139,-1,0.27,-0.497,-0.023,0.14,-1,2.342,4.059,3.887,0.14,1,-6.438,-11.534,-9.8,0.139,1,-0.07,1.674,1.223,0.14,-1,-0.441,-0.347,-0.786,0,0
10,1.529,-3.835,-0.852,0.14,1,1.17,-2.974,-0.674,0.14,-1,-13.866,34.543,7.696,0.138,-1,0.896,-1.86,-0.395,0.14,1,0.104,-0.347,-0.074,0.14,-1,5.72,-15.75,-4.098,0.14,1,3.425,-8.786,-2.157,0.044,0,0.267,-0.79,-0.229,0,0,0.311,-0.995,-0.112,0.014,0,0.469,-2.365,0.097,0,0
10,-2.29,6.305,7.74,0.14,1,-2.14,8.124,10.329,0.14,-1,-0.2,0.893,0.903,0.14,-1,0.251,-2.022,-2.499,0.14,-1,0.364,-1.052,-1.12,0.14,1,0.437,-1.715,-2.273,0.14,1,4.574,-15.294,-21.218,0,0,0.692,-0.69,-1.44,0,0,-0.065,-1.054,-1.454,0.019,0,-0.512,1.402,1.565,0,0
10,1.738,-1.096,-0.632,0.14,-1,8.524,-4.743,-2.905,0.14,-1,1.262,-0.773,-0.499,0.14,1,-19.712,11.307,7.25,0.14,1,5.56,-2.914,-2.081,0.14,1,7.83,-4.677,-3.005,0,0,5.8,-3.187,-2.529,0,0,1.345,-0.806,-0.67,0,0,0.859,0.411,-0.515,0,0,0.924,-0.606,-0.207,0,0
10,-23.333,-5.899,13.049,0.139,1,1.701,0.454,-0.136,0.14,1,-2.757,-0.574,1.31,0.14,-1,1.511,0.477,-0.773,0.14,-1,-0.275,-0.31,-0.116,0.14,-1,-1.432,-0.004,0.705,0.14,-1,-0.199,-0.277,0.286,0.14,1,-1.892,-0.701,1.249,0,0,34.2,9.118,-19.275,0,0,0.576,0.076,-1.042,0,0
10,-12.022,-3.46,-11.067,0.14,-1,-9.583,-2.382,-8.326,0.14,1,2.285,0.488,2.357,0.14,-1,2.299,0.341,1.553,0.14,1,17.714,3.989,16.476,0.139,1,1.442,0.582,1.499,0.14,-1,-5.11,-1.532,-4.879,0.14,1,2.033,0.617,1.843,0,0,2.661,0.728,2.411,0.002,0,0.434,0.474,0.807,0,0
10,10.283,1.012,-7.337,0.14,-1,5.624,0.51,-4.313,0.14,1,11.479,0.863,-7.853,0.14,1,-12.475,-0.574,8.455,0.14,-1,-0.468,-0.019,0.343,0.14,-1,-2.401,-0.407,1.748,0.14,1,8.425,0.615,-5.879,0.004,0,-5.131,-0.781,3.689,0,0,-1.751,-0.186,1.357,0,0,0.905,0.132,-0.421,0,0
10,2.547,-13.413,3.868,0.14,1,-3.536,18.827,-6.243,0.14,-1,1.958,-12.206,3.269,0.14,-1,-2.516,14.726,-4.544,0.14,1,0.112,-1.595,0.401,0.14,-1,1.19,-10.777,3.539,0.14,1,-0.319,2.568,-0.555,0.14,-1,-0.136,-2.032,0.538,0.14,1,0.458,0.323,0.159,0.14,-1,-0.497,3.861,-0.976,0.002,0
10,7.826,17.403,7.048,0.139,1,3.752,7.969,2.796,0.14,-1,0.529,1.198,0.904,0.14,1,1.77,4.182,1.499,0.14,-1,-0.692,-1.71,-0.658,0.14,1,0.249,0.693,0.239,0.14,1,0.158,0.29,-0.052,0.14,1,0.081,0.202,-0.088,0.14,-1,-6.114,-12.531,-4.927,0.005,0,-0.675,-1.393,-0.61,0.001,0
10,1.589,-0.668,-1.531,0.14,-1,-5.31,3.438,4.004,0.14,1,5.663,-4.032,-3.665,0.14,1,24.222,-14.288,-19.013,0.139,-1,-2.48,1.383,1.823,0.14,1,-0.875,1.033,0.997,0.001,0,-1.825,0.403,1.42,0.001,0,-12.003,7.042,8.076,0,0,-0.75,0.402,0.519,0,0,-3.839,2.988,3.023,1.017,0
10,-8.284,8.633,-2.881,0.14,1,7.206,-7.939,2.734,0.14,1,-2.835,2.96,-1.399,0.14,1,10.115,-9.553,3.676,0.14,-1,-9.55,9.47,-3.355,0.139,-1,-2.167,2.198,-0.939,0,0,-0.896,0.79,-0.333,0,0,2.97,-3.42,1.233,0.031,0,-1.049,1.558,-0.734,0.001,0,-0.74,0.767,0.009,0,0
10,8.757,0.605,10.519,0.139,-1,-7.474,-0.407,-9.258,0.14,1,-4.403,-0.419,-5.497,0.14,-1,-0.777,-0.131,-0.876,0.14,1,-0.876,-0.016,-0.976,0.14,-1,-2.128,0.012,-2.29,0.14,1,22.192,0.585,25.822,0,0,1.452,0.065,1.73,0,0,-2.007,-0.083,-2.211,0.024,0,1.051,-0.104,1.081,0,0
10,0.638,-0.545,-0.504,0.14,1,2.064,-2.167,-1.552,0.14,-1,0.525,-0.314,-0.119,0.14,-1,12.275,-3.766,-4.982,0.14,1,0.56,-0.263,-0.268,0.14,-1,0.203,-0.028,-0.09,0.14,1,9.968,-3.203,-4.113,0.14,1,1.842,-0.583,-0.653,0.001,0,-37.722,15.494,17.356,0,0,1.036,-0.841,-0.202,0,0
10,2.919,1.324,3.404,0.14,1,-4.887,-2.575,-6.763,0.14,-1,11.684,5.989,16.085,0.14,-1,-7.766,-3.634,-9.303,0.14,-1,1.882,1.106,2.934,0.14,1,-0.2,-0.143,-0.273,0.14,1,1.025,0.583,1.387,0.019,0,1.423,0.694,1.941,0,0,-2.894,-1.452,-3.59,0,0,1.206,-0.948,1.293,0,0
10,3.389,14.124,9.078,0.139,1,-0.601,-2.252,-1.234,0.14,1,1.765,8.606,5.4,0.14,-1,-2.542,-11.564,-6.916,0.14,-1,-2.176,-13.385,-8.145,0.14,-1,0.131,1.235,0.811,0.14,-1,0.12,0.745,0.439,0,0,0.364,0.833,0.429,0,0,-0.477,-0.892,-0.363,0,0,0.23,-1.391,-1.052,0.019,0
10,4.328,-14.911,-12.388,0.14,-1,-3.844,11.781,10.351,0.14,-1,0.91,-2.589,-2.25,0.14,1,0.638,-2.03,-1.822,0.14,-1,1.257,-4.006,-3.209,0.14,1,0.25,-1.125,-0.884,0,0,0.935,-2.792,-2.19,0,0,0.607,-1.718,-1.501,0,0,-0.911,2.167,2.141,0,0,0.839,-6.679,-6.169,0.043,0
10,2.044,-9.467,4.741,0.14,1,3.973,-14.873,6.739,0.14,-1,-3.654,12.642,-6.085,0.14,-1,4.068,-13.902,6.494,0.14,1,-1.057,3.727,-1.838,0.14,1,-0.592,1.815,-0.851,0.14,-1,-0.157,1.098,-0.515,0.14,-1,-0.246,1.833,-0.89,0.001,0,-0.328,2.08,-0.823,0,0,-0.256,0.965,-0.407,0,0
10,-3.569,5.946,-5.677,0.139,-1,7.476,-13.02,12.785,0.14,1,-1.679,3.002,-2.773,0.14,1,1.667,-3.256,3.069,0.14,-1,2.731,-6.212,5.891,0.14,-1,0.475,-0.845,0.804,0.14,1,0.699,-1.19,1.245,0.14,1,-5.598,10.91,-10.17,0.057,0,3.485,-6.651,6.615,0.521,0,-0.301,-1.876,1.716,0,0
10,4.121,-10.776,15.341,0.139,1,0.762,-2.726,3.744,0.14,1,-0.653,1.666,-2.355,0.14,1,-4.104,9.766,-14.88,0.14,-1,0.094,-0.597,0.804,0.14,-1,-0.092,0.351,-0.477,0.14,-1,0.642,-2.043,2.763,0.026,0,0.738,-2.309,3.806,0,0,-0.66,2.009,-2.586,0,0,1.406,-2.183,3.668,0,0
10,0.154,0.231,0.106,0.14,1,-1.445,-4.638,3.127,0.14,1,0.871,1.448,-0.612,0.14,1,-11.015,-32.951,18.61,0.14,-1,-0.252,0.279,-0.423,0.14,-1,2.957,9.741,-5.464,0,0,3.655,12.08,-6.48,0.054,0,1.098,3.096,-1.529,0.369,0,0.611,0.477,-0.329,0,0,0.313,0.649,-0.451,0.013,0
10,5.89,-2.388,-3.262,0.14,-1,16.066,-6.334,-8.402,0.139,-1,-5.61,2.18,1.98,0.14,-1,3.925,-1.336,-1.726,0.14,1,3.132,-1.072,-1.432,0.14,1,2.817,-1.106,-1.36,0.14,1,0.804,-0.481,-0.446,0,0,-1.889,0.73,0.984,0,0,-1.685,0.558,0.785,0.001,0,0.993,-0.774,-0.735,0,0
10,6.087,-7.938,5.067,0.14,-1,-1.634,1.369,-0.958,0.14,1,2.539,-2.871,1.902,0.14,1,-1.867,3.382,-2.079,0.14,-1,0.37,-0.426,0.217,0.14,1,-0.375,0.359,-0.143,0.14,-1,14.32,-17.5,9.998,0.07,0,-17.305,20.777,-13.135,0,0,-1.703,3.494,-1.712,0.002,0,-1.333,1.937,-1.646,0,0
10,2.205,2.606,-1.057,0.14,-1,-13.381,-17.347,6.153,0.14,-1,0.946,1.175,-0.416,0.14,-1,-6.098,-7.772,2.216,0.14,1,2.83,3.96,-1.521,0.14,-1,2.453,3.652,-1.12,0.14,1,1.352,1.837,-0.62,0.14,1,-1.952,-2.354,0.818,0.14,1,5.082,6.444,-2.125,0,0,2.781,3.747,-1.149,0.002,0
10,-7.262,1.642,0.828,0.14,-1,-7.372,1.086,0.398,0.14,-1,-3.559,0.882,0.442,0.14,1,-0.974,0.122,0.005,0.14,1,1.08,-0.298,0.061,0.14,1,10.033,-3.339,-0.686,0,0,6.509,-0.885,-0.64,0,0,9.69,-1.809,-0.672,0.044,0,1.786,-0.326,-0.188,0,0,0.739,-0.435,0.189,0,0
10,-4.993,-7.762,8.094,0.14,1,-8.782,-13.397,12.902,0.14,1,3.085,4.191,-4.151,0.14,1,6.381,10.358,-9.951,0.14,-1,-4.938,-6.643,6.938,0.139,-1,0.412,0.619,-0.596,0.014,0,2.345,3.745,-3.563,0.034,0,-0.384,-1.092,1.216,0.001,0,0.705,0.66,-0.74,0,0,0.379,0.775,-1.228,0,0
10,-10.069,-15.081,-20.013,0.14,-1,8.893,14.011,17.763,0.14,1,0.985,1.149,1.795,0.14,1,3.741,5.914,8.061,0.14,-1,0.572,0.894,0.869,0.14,-1,0.108,0.788,0.362,0,0,-2.424,-3.686,-4.985,0.037,0,0.592,0.034,0.899,0.001,0,-0.46,-0.596,-0.727,0.073,0,1.264,0.295,1.375,0.001,0
10,-10.987,-4.548,-1.559,0.14,1,-1.271,-0.362,-0.153,0.14,-1,-4.107,-1.271,-0.386,0.14,-1,7.781,3.308,0.468,0.14,1,12.39,4.996,1.582,0.14,-1,4.782,1.852,0.305,0,0,2.963,1.391,0.45,0,0,-4.684,-1.47,0.899,0,0,-6.938,-2.839,-0.884,0.039,0,4.633,0.224,0.554,0.031,0
10,-0.252,0.133,-0.07,0.14,-1,-0.221,0.054,-0.059,0.14,1,-10.17,5.266,2.56,0.14,-1,18.465,-12.376,-7.435,0.14,1,-2.825,1.776,0.869,0.14,1,-1.003,0.624,0.08,0,0,-5.632,9.916,5.151,0.005,0,-4.633,2.757,1.502,0,0,-0.663,0.421,0.184,0.013,0,-2.868,3.495,1.087,0,0
10,6.147,-9.347,-4.093,0.14,1,-3.851,5.869,2.852,0.14,-1,4.13,-7.451,-3.273,0.14,1,-4.42,8.339,3.686,0.14,-1,4.822,-7.803,-3.963,0.14,-1,2.629,-4.064,-1.985,0.002,0,0.764,-1.539,-0.646,0.001,0,0.703,-1.302,-0.5,0.001,0,-0.682,1.142,0.501,0,0,-1.305,1.809,1.327,0,0
10,-2.288,7.19,-9.598,0.14,1,-0.185,-3.457,3.344,0.14,1,-1.345,2.637,-3.494,0.14,-1,-0.677,3.839,-5.129,0.14,1,-0.017,0.946,-0.73,0.14,-1,0.312,0.413,-0.657,0.14,-1,-0.49,1.885,-2.555,0,0,-1.184,-0.75,-1.241,0.019,0,-0.919,1.137,-1.421,0.076,0,5.958,-17.606,19.718,0.073,0
10,4.544,-13.164,-18.301,0.14,-1,3.285,-6.487,-10.043,0.14,1,1.333,-5.03,-7.391,0.14,-1,-3.503,11.432,17.251,0.139,1,-2.612,6.904,10.868,0.14,-1,-0.087,0.167,0.186,0.14,-1,0.894,0.09,-0.177,0.14,1,-0.635,0.415,0.46,0.14,1,-0.284,0.362,0.691,0,0,0.489,-0.515,0.43,0,0
10,-14.847,1.555,8.661,0.14,1,-6.495,0.792,4.242,0.14,1,-6.314,0.964,3.316,0.14,-1,6.503,-0.723,-3.377,0.14,-1,9.226,-1.429,-5.488,0.14,1,1.653,-0.15,-1.23,0.14,-1,-10.788,2.694,6.442,1.705,0,5.784,-0.228,-3.16,0.036,0,0.61,0.224,-0.485,0,0,-0.63,-0.061,0.557,0,0
10,-6.797,-4.69,3.077,0.14,1,-5.38,-5.232,2.331,0.14,1,6.64,5.1,-3.459,0.14,1,0.48,2.046,-0.004,0.14,-1,3.962,3.327,-1.873,0.14,-1,-0.068,0.617,0.629,0.14,1,-0.216,-0.308,0.149,0.14,-1,-16.77,-15.752,9.89,0.14,-1,-1.029,-0.847,0.391,0,0,22.991,18.847,-12.706,0.825,0
10,4.537,-0.876,1.454,0.14,1,-24.038,3.135,-8.095,0.14,1,6.358,-1.026,2.5,0.14,-1,9.209,-1.399,3.028,0.14,-1,-11.036,1.524,-4.184,0.139,-1,-4.223,0.481,-1.501,0.14,1,-1.769,0.233,-0.642,0.019,0,1.347,-0.137,0.496,0,0,3.402,-0.481,1.476,0,0,-0.851,0.035,-0.421,0.014,0
10,0.905,11.457,9.885,0.14,-1,-0.37,-6.144,-5.701,0.14,-1,0.008,4.358,4.098,0.14,1,-0.128,-3.134,-2.441,0.14,1,-0.073,-1.161,-1.092,0.14,1,0.531,5.187,4.264,0.14,-1,-0.518,-6.966,-5.762,0.14,1,0.014,3.094,2.588,0,0,-0.624,-6.714,-5.426,0,0,-0.172,-1.886,-1.781,0,0
10,-2.42,0.545,1.828,0.14,1,6.721,-1.823,-4.846,0.14,-1,4.107,-0.834,-2.854,0.14,-1,3.066,-0.587,-2.15,0.14,1,-33.5,6.478,22.809,0.138,-1,-1.233,0.295,0.804,0.14,1,-1.258,0.25,0.797,0.017,0,2.869,-0.547,-1.878,0,0,6.111,-1.095,-4.205,0,0,7.493,-1.544,-5.125,0.043,0
10,20.147,-0.725,-12.489,0.14,1,-5.179,0.085,2.59,0.14,1,9.696,-0.194,-4.636,0.14,1,-11.168,-0.057,5.955,0.14,-1,-4.856,1.966,2.11,0.14,-1,3.535,-0.808,-1.276,0.14,-1,2.033,-1.027,-0.731,0.14,-1,2.497,-0.246,-1.44,0,0,-1.71,0.3,1.047,0,0,-14.526,-0.316,7.752,0.057,0
10,2.49,17.56,9.929,0.14,1,0.423,2.98,1.834,0.14,1,0.617,3.413,2.104,0.14,-1,-1.08,-5.379,-3.203,0.14,-1,-1.044,-4.985,-2.984,0.14,-1,1.053,5.879,3.679,0.037,0,-1.355,-11.114,-6.035,0.05,0,-0.583,-3.355,-1.916,0,0,-0.949,-5.349,-3.323,0,0,-0.071,-0.753,-0.386,0,0
10,11.373,-13.684,-4.252,0.14,-1,-5.543,7.057,2.135,0.14,1,-14.826,17.718,5.329,0.139,-1,-1.831,2.37,0.591,0.14,1,-0.721,0.815,0.273,0.14,-1,8.069,-9.289,-2.502,0,0,7.12,-8.557,-2.275,0.048,0,-1.327,1.625,0.528,0,0,-1.86,2.177,0.553,0.001,0,-8.123,11.535,3.546,0.054,0
10,14.321,-3.115,-13.979,0.14,-1,-13.029,2.727,12.201,0.14,1,11.639,-2.796,-11.951,0.139,-1,1.05,-0.152,-0.885,0.14,1,-2.371,0.526,2.104,0.14,1,-1.159,0.383,1.548,0.14,1,-3.571,0.789,3.208,0.14,-1,-1.095,0.404,1.292,0.001,0,-1.649,-0.048,1.838,0.022,0,0.519,-0.405,-0.541,0,0
10,-4.031,-24.791,8.498,0.14,1,-3.015,-14.173,4.037,0.139,-1,0.328,3.531,-0.592,0.14,1,7.181,35.658,-12.031,0.139,-1,-0.541,0.505,-0.116,0.14,1,0.293,0.609,0.225,0.14,-1,-0.037,0.704,-0.5,0.14,-1,-0.625,-3.434,1.107,0,0,0.222,0.868,-0.126,0,0,0.285,-1.47,-0.239,0.017,0
